ID,Text,Category,Priority
378,Database keeps crashing on my printer. Code ERR-9999.,Other,medium
379,WiFi fails to load on my laptop showing 0xC004F012.,Network Problem,high
380,"I am unable to access Teams on my tablet, it shows error FAIL-101.",Security,high
381,Outlook fails to load on my server showing AUTH-007.,Software Bug,medium
382,My laptop stopped working when I tried to use Outlook. Error displayed: NET-503.,Account/Access Issue,critical
383,There is a problem with WiFi on the server. Error: ERR42.,Security,high
384,"I am unable to access Active Directory on my printer, it shows error 0x80070005.",Network Problem,high
385,Database fails to load on my server showing AUTH-007.,Other,medium
386,I can't log into Active Directory from my server. It returns ERR-9999.,Account/Access Issue,medium
387,Database fails to load on my desktop showing AUTH-007.,Hardware Issue,medium
388,Salesforce keeps crashing on my laptop. Code TIMEOUT-22.,Service Request,critical
389,Teams fails to load on my server showing 0x80070005.,Hardware Issue,high
390,My desktop stopped working when I tried to use Outlook. Error displayed: ERR-9999.,Other,medium
391,My server stopped working when I tried to use Teams. Error displayed: ERR42.,Service Request,low
392,Active Directory keeps crashing on my desktop. Code 0xC004F012.,Software Bug,high
393,I can't log into Active Directory from my desktop. It returns 0xC004F012.,Service Request,high
394,I can't log into Salesforce from my router. It returns AUTH-007.,Network Problem,medium
395,Zoom fails to load on my tablet showing ERR-9999.,Account/Access Issue,low
396,I can't log into CRM Portal from my mobile. It returns ERR42.,Service Request,critical
397,"I am unable to access Outlook on my printer, it shows error ERR42.",Other,medium
398,There is a problem with Zoom on the tablet. Error: ERR42.,Account/Access Issue,critical
399,My router stopped working when I tried to use Zoom. Error displayed: NET-503.,Security,critical
400,Database fails to load on my server showing 0xC004F012.,Network Problem,high
401,CRM Portal keeps crashing on my mobile. Code NET-503.,Software Bug,critical
402,VPN keeps crashing on my printer. Code ERR-9999.,Security,low
403,CRM Portal keeps crashing on my laptop. Code 0xC004F012.,Service Request,high
404,My laptop stopped working when I tried to use Outlook. Error displayed: ERR42.,Service Request,high
405,CRM Portal keeps crashing on my tablet. Code AUTH-007.,Hardware Issue,medium
406,"I am unable to access Active Directory on my router, it shows error ERR-9999.",Other,high
407,"I am unable to access Email on my server, it shows error 0x80070005.",Software Bug,high
408,Outlook fails to load on my tablet showing 0xC004F012.,Service Request,high
409,There is a problem with Outlook on the server. Error: ERR42.,Other,low
410,My printer stopped working when I tried to use Salesforce. Error displayed: TIMEOUT-22.,Service Request,critical
411,I can't log into Database from my mobile. It returns ERR-9999.,Service Request,high
412,"I am unable to access Email on my printer, it shows error 0xC004F012.",Hardware Issue,high
413,My tablet stopped working when I tried to use Salesforce. Error displayed: AUTH-007.,Service Request,medium
414,I can't log into Email from my mobile. It returns ERR42.,Service Request,low
415,"I am unable to access Database on my router, it shows error FAIL-101.",Hardware Issue,high
416,Salesforce keeps crashing on my laptop. Code FAIL-101.,Account/Access Issue,high
417,My printer stopped working when I tried to use Database. Error displayed: NET-503.,Security,critical
418,There is a problem with Teams on the laptop. Error: TIMEOUT-22.,Other,critical
419,There is a problem with CRM Portal on the router. Error: FAIL-101.,Other,high
420,Outlook keeps crashing on my desktop. Code 0x80070005.,Security,high
421,Zoom fails to load on my printer showing AUTH-007.,Account/Access Issue,medium
422,"I am unable to access VPN on my mobile, it shows error ERR-9999.",Service Request,medium
423,CRM Portal keeps crashing on my printer. Code ERR42.,Security,medium
424,My server stopped working when I tried to use CRM Portal. Error displayed: 0xC004F012.,Network Problem,high
425,My laptop stopped working when I tried to use Teams. Error displayed: 0xC004F012.,Security,high
426,WiFi fails to load on my mobile showing ERR-9999.,Other,low
427,Teams keeps crashing on my router. Code AUTH-007.,Account/Access Issue,medium
428,Email fails to load on my server showing NET-503.,Hardware Issue,critical
429,CRM Portal fails to load on my router showing 0x80070005.,Account/Access Issue,high
430,I can't log into Outlook from my mobile. It returns TIMEOUT-22.,Software Bug,critical
431,Salesforce fails to load on my mobile showing FAIL-101.,Service Request,high
432,"I am unable to access WiFi on my desktop, it shows error ERR-9999.",Security,medium
433,Email keeps crashing on my printer. Code AUTH-007.,Account/Access Issue,medium
434,"I am unable to access Active Directory on my printer, it shows error ERR-9999.",Hardware Issue,high
435,My tablet stopped working when I tried to use WiFi. Error displayed: AUTH-007.,Hardware Issue,medium
436,My desktop stopped working when I tried to use WiFi. Error displayed: 0xC004F012.,Service Request,high
437,"I am unable to access WiFi on my mobile, it shows error 0xC004F012.",Security,high
438,My desktop stopped working when I tried to use Salesforce. Error displayed: ERR-9999.,Network Problem,low
439,Teams fails to load on my router showing FAIL-101.,Network Problem,high
440,I can't log into CRM Portal from my printer. It returns TIMEOUT-22.,Hardware Issue,critical
441,Email keeps crashing on my router. Code 0xC004F012.,Other,high
442,There is a problem with WiFi on the tablet. Error: TIMEOUT-22.,Software Bug,critical
443,My router stopped working when I tried to use CRM Portal. Error displayed: 0x80070005.,Software Bug,high
444,"I am unable to access Zoom on my printer, it shows error 0xC004F012.",Software Bug,high
445,My server stopped working when I tried to use Salesforce. Error displayed: FAIL-101.,Other,high
446,I can't log into Database from my printer. It returns 0x80070005.,Account/Access Issue,high
447,There is a problem with Zoom on the server. Error: NET-503.,Network Problem,critical
448,VPN keeps crashing on my tablet. Code AUTH-007.,Network Problem,medium
449,I can't log into Active Directory from my laptop. It returns ERR-9999.,Account/Access Issue,high
450,My mobile stopped working when I tried to use Outlook. Error displayed: 0xC004F012.,Service Request,high
451,Database keeps crashing on my mobile. Code 0xC004F012.,Service Request,high
452,I can't log into Outlook from my desktop. It returns 0x80070005.,Service Request,high
453,"I am unable to access Database on my desktop, it shows error NET-503.",Network Problem,critical
454,I can't log into Email from my router. It returns TIMEOUT-22.,Hardware Issue,critical
455,WiFi fails to load on my server showing ERR-9999.,Service Request,low
456,I can't log into Zoom from my mobile. It returns TIMEOUT-22.,Software Bug,critical
457,"I am unable to access Active Directory on my printer, it shows error ERR42.",Account/Access Issue,critical
458,Email fails to load on my mobile showing AUTH-007.,Network Problem,medium
459,My mobile stopped working when I tried to use Outlook. Error displayed: ERR42.,Service Request,low
460,There is a problem with Teams on the laptop. Error: 0x80070005.,Hardware Issue,high
461,WiFi fails to load on my desktop showing 0x80070005.,Service Request,high
462,I can't log into Active Directory from my laptop. It returns ERR42.,Hardware Issue,critical
463,I can't log into Email from my router. It returns FAIL-101.,Network Problem,high
464,Email fails to load on my mobile showing ERR42.,Account/Access Issue,critical
465,Database fails to load on my tablet showing 0x80070005.,Other,high
466,"I am unable to access Salesforce on my laptop, it shows error FAIL-101.",Service Request,high
467,"I am unable to access Teams on my desktop, it shows error FAIL-101.",Account/Access Issue,high
468,I can't log into Outlook from my desktop. It returns ERR-9999.,Software Bug,high
469,VPN fails to load on my router showing 0xC004F012.,Hardware Issue,high
470,Outlook fails to load on my tablet showing TIMEOUT-22.,Service Request,critical
471,"I am unable to access Zoom on my tablet, it shows error FAIL-101.",Other,high
472,I can't log into WiFi from my router. It returns NET-503.,Other,critical
473,Salesforce keeps crashing on my server. Code FAIL-101.,Security,high
474,Database keeps crashing on my desktop. Code TIMEOUT-22.,Security,critical
475,My printer stopped working when I tried to use WiFi. Error displayed: TIMEOUT-22.,Software Bug,critical
476,CRM Portal keeps crashing on my server. Code ERR42.,Account/Access Issue,critical
477,Active Directory fails to load on my tablet showing FAIL-101.,Service Request,high
478,"I am unable to access Database on my printer, it shows error AUTH-007.",Software Bug,medium
479,My desktop stopped working when I tried to use WiFi. Error displayed: AUTH-007.,Security,medium
480,Database fails to load on my laptop showing NET-503.,Service Request,critical
481,I can't log into Email from my tablet. It returns 0xC004F012.,Account/Access Issue,high
482,"I am unable to access VPN on my tablet, it shows error NET-503.",Security,critical
483,CRM Portal keeps crashing on my printer. Code FAIL-101.,Service Request,high
484,I can't log into Active Directory from my router. It returns NET-503.,Software Bug,critical
485,There is a problem with VPN on the laptop. Error: ERR42.,Hardware Issue,medium
486,WiFi fails to load on my laptop showing ERR42.,Service Request,critical
487,Salesforce keeps crashing on my mobile. Code 0xC004F012.,Security,high
488,Outlook keeps crashing on my printer. Code FAIL-101.,Account/Access Issue,high
489,"I am unable to access Database on my mobile, it shows error 0x80070005.",Security,high
490,"I am unable to access Email on my laptop, it shows error ERR-9999.",Software Bug,low
491,Email keeps crashing on my server. Code 0xC004F012.,Service Request,high
492,My printer stopped working when I tried to use Database. Error displayed: ERR-9999.,Account/Access Issue,medium
493,I can't log into Email from my router. It returns TIMEOUT-22.,Hardware Issue,critical
494,I can't log into Outlook from my server. It returns TIMEOUT-22.,Software Bug,critical
495,I can't log into VPN from my mobile. It returns ERR-9999.,Other,critical
496,I can't log into Teams from my laptop. It returns TIMEOUT-22.,Security,critical
497,Active Directory keeps crashing on my desktop. Code ERR42.,Service Request,low
498,VPN fails to load on my mobile showing FAIL-101.,Hardware Issue,high
499,CRM Portal fails to load on my mobile showing FAIL-101.,Security,high
500,My tablet stopped working when I tried to use Email. Error displayed: ERR42.,Account/Access Issue,critical
501,There is a problem with Teams on the server. Error: NET-503.,Security,critical
502,Outlook keeps crashing on my printer. Code ERR-9999.,Security,critical
503,My mobile stopped working when I tried to use Database. Error displayed: NET-503.,Network Problem,critical
